,formula,Temperature,target,ei,std
898,Nb69Al6C1Co24,24,223.1580247,1.47E-05,19.25750671
698,Nb65Al4C7Co24,24,214.1740637,1.15E-05,20.94763862
699,Nb64Al4C7Co25,24,214.0922385,1.06E-05,20.89466657
874,Nb63Al5C7Co25,24,214.4329431,1.01E-05,20.78326192
849,Nb64Al5C6Co25,24,214.1399546,9.57E-06,20.79438211
872,Nb65Al5C7Co23,24,215.0447581,7.16E-06,20.35771323
871,Nb66Al5C7Co22,24,217.299327,7.10E-06,19.88440581
873,Nb64Al5C7Co24,24,215.0369838,6.93E-06,20.33161907
897,Nb70Al6C1Co23,24,222.9536672,6.82E-06,18.68222716
981,Nb82Al6C5Co7,24,224.4125505,6.77E-06,18.37394365
982,Nb81Al6C5Co8,24,223.4544207,6.22E-06,18.50821753
502,Nb87Al3C7Co3,24,212.7999745,6.18E-06,20.69632046
957,Nb82Al6C4Co8,24,226.2221017,6.11E-06,17.92312606
848,Nb65Al5C6Co24,24,212.4097838,5.43E-06,20.668124
154,Nb87Al1C7Co5,24,209.3007353,5.35E-06,21.29075459
808,Nb81Al5C5Co9,24,220.1820802,4.60E-06,18.95008197
457,Nb84Al3C5Co8,24,214.7876018,4.12E-06,19.95993051
653,Nb86Al4C6Co4,24,213.5353444,4.09E-06,20.20898457
922,Nb69Al6C2Co23,24,219.3487719,3.80E-06,18.9744898
724,Nb69Al5C1Co25,24,214.1199902,3.71E-06,20.01316362
958,Nb81Al6C4Co9,24,222.7803333,3.68E-06,18.25846799
999,Nb64Al6C5Co25,24,211.2549142,3.67E-06,20.58275782
504,Nb85Al3C7Co5,24,212.2309444,3.50E-06,20.34796865
677,Nb86Al4C7Co3,24,213.1596501,3.50E-06,20.16108177
503,Nb86Al3C7Co4,24,212.8563072,3.32E-06,20.17967803
983,Nb80Al6C5Co9,24,221.5711301,3.28E-06,18.419358
654,Nb85Al4C6Co5,24,213.4992642,3.23E-06,20.03025104
130,Nb87Al1C6Co6,24,201.5912804,3.15E-06,22.39276679
328,Nb87Al2C7Co4,24,211.5656551,3.09E-06,20.38246995
329,Nb86Al2C7Co5,24,211.4340539,3.06E-06,20.40186831
129,Nb88Al1C6Co5,24,199.8504279,3.01E-06,22.70051554
480,Nb85Al3C6Co6,24,211.0952105,3.01E-06,20.45470973
805,Nb84Al5C5Co6,24,212.3622725,2.94E-06,20.1833866
479,Nb86Al3C6Co5,24,211.0916715,2.93E-06,20.43550489
921,Nb70Al6C2Co22,24,220.8499398,2.86E-06,18.46445608
152,Nb89Al1C7Co3,24,204.3188446,2.58E-06,21.68022702
899,Nb68Al6C1Co25,24,218.5420831,2.57E-06,18.85014957
946,Nb69Al6C3Co22,24,219.1498097,2.53E-06,18.71655378
280,Nb87Al2C5Co6,24,201.1141222,2.53E-06,22.29956673
807,Nb82Al5C5Co8,24,218.0759939,2.52E-06,18.92876346
783,Nb82Al5C4Co9,24,221.2631361,2.49E-06,18.28465841
829,Nb84Al5C6Co5,24,212.8915093,2.49E-06,19.9500415
806,Nb83Al5C5Co7,24,215.5207204,2.48E-06,19.42649243
632,Nb83Al4C5Co8,24,216.9629332,2.47E-06,19.13461297
153,Nb88Al1C7Co4,24,206.7914829,2.44E-06,21.14454129
980,Nb83Al6C5Co6,24,212.9296011,2.41E-06,19.91770426
305,Nb86Al2C6Co6,24,207.3889945,2.29E-06,20.97770736
631,Nb84Al4C5Co7,24,215.4188067,2.16E-06,19.34474251
831,Nb82Al5C6Co7,24,217.2704462,2.10E-06,18.95829914
828,Nb85Al5C6Co4,24,213.935114,2.07E-06,19.60541016
655,Nb84Al4C6Co6,24,211.637016,1.99E-06,20.0294749
107,Nb86Al1C5Co8,24,201.7402834,1.87E-06,21.92644287
306,Nb85Al2C6Co7,24,210.8395834,1.87E-06,20.13998732
678,Nb85Al4C7Co4,24,213.7366726,1.85E-06,19.56267101
830,Nb83Al5C6Co6,24,212.2712795,1.83E-06,19.84148613
363,Nb82Al3C1Co14,24,206.3723186,1.82E-06,20.99516678
304,Nb87Al2C6Co5,24,206.3958728,1.73E-06,20.95388477
481,Nb84Al3C6Co7,24,214.602459,1.73E-06,19.34467788
998,Nb65Al6C5Co24,24,210.0606036,1.73E-06,20.23522113
155,Nb86Al1C7Co6,24,207.8072445,1.73E-06,20.67486693
523,Nb66Al3C7Co24,24,207.0555015,1.69E-06,20.80585359
679,Nb84Al4C7Co5,24,212.0476876,1.65E-06,19.80923201
327,Nb88Al2C7Co3,24,209.1949178,1.63E-06,20.35808313
656,Nb83Al4C6Co7,24,216.6058448,1.60E-06,18.89295643
832,Nb81Al5C6Co8,24,214.2479598,1.59E-06,19.3539131
723,Nb70Al5C1Co24,24,216.3271481,1.58E-06,18.94036749
852,Nb85Al5C7Co3,24,215.2425584,1.58E-06,19.15192348
303,Nb88Al2C6Co4,24,203.3011757,1.54E-06,21.46442432
722,Nb71Al5C1Co23,24,216.1658183,1.53E-06,18.94898069
132,Nb85Al1C6Co8,24,206.158264,1.48E-06,20.87659634
547,Nb72Al4C1Co23,24,215.494833,1.47E-06,19.05328423
157,Nb84Al1C7Co8,24,212.1808541,1.46E-06,19.69619806
478,Nb87Al3C6Co4,24,209.0689514,1.43E-06,20.28644617
858,Nb79Al5C7Co9,24,219.1912433,1.41E-06,18.30138747
912,Nb79Al6C2Co13,24,218.8885467,1.39E-06,18.35370769
896,Nb71Al6C1Co22,24,221.8831294,1.39E-06,17.76756074
833,Nb80Al5C6Co9,24,218.739068,1.36E-06,18.36445888
824,Nb65Al5C5Co25,24,208.9410771,1.34E-06,20.26073663
281,Nb86Al2C5Co7,24,206.6696487,1.32E-06,20.69171743
133,Nb84Al1C6Co9,24,207.183332,1.30E-06,20.57827673
945,Nb70Al6C3Co21,24,216.4653669,1.29E-06,18.77287046
630,Nb85Al4C5Co6,24,210.7626991,1.28E-06,19.87298161
548,Nb71Al4C1Co24,24,214.2950267,1.27E-06,19.18525625
458,Nb83Al3C5Co9,24,213.7399852,1.27E-06,19.29132318
913,Nb78Al6C2Co14,24,218.3608518,1.26E-06,18.38896835
853,Nb84Al5C7Co4,24,214.2989716,1.23E-06,19.16338286
373,Nb72Al3C1Co24,24,211.7662782,1.21E-06,19.64222234
782,Nb83Al5C4Co8,24,216.818438,1.21E-06,18.66126913
307,Nb84Al2C6Co8,24,212.2661071,1.21E-06,19.54348622
156,Nb85Al1C7Co7,24,208.5528665,1.21E-06,20.26050735
283,Nb84Al2C5Co9,24,209.1921034,1.20E-06,20.13331344
959,Nb80Al6C4Co10,24,218.5131867,1.18E-06,18.31198152
549,Nb70Al4C1Co25,24,212.9073982,1.16E-06,19.39025929
854,Nb83Al5C7Co5,24,212.7060007,1.16E-06,19.42543757
846,Nb67Al5C6Co22,24,213.3756602,1.11E-06,19.26953362
934,Nb81Al6C3Co10,24,219.2000538,1.10E-06,18.13723563
784,Nb81Al5C4Co10,24,217.4100798,1.10E-06,18.48354612
82,Nb87Al1C4Co8,24,199.5127582,1.07E-06,21.91630037
455,Nb86Al3C5Co6,24,207.1521677,1.06E-06,20.43662401
798,Nb67Al5C4Co24,24,210.5222629,1.06E-06,19.78636095
923,Nb68Al6C2Co24,24,216.5287882,1.04E-06,18.61303847
282,Nb85Al2C5Co8,24,208.039366,1.00E-06,20.22520279
524,Nb65Al3C7Co25,24,208.9456153,9.86E-07,20.03818937
894,Nb73Al6C1Co20,24,222.4701981,9.86E-07,17.431828
674,Nb65Al4C6Co25,24,210.1635474,9.75E-07,19.79581898
105,Nb88Al1C5Co6,24,196.9473695,9.71E-07,22.32865384
258,Nb85Al2C4Co9,24,202.4509547,9.63E-07,21.26751367
330,Nb85Al2C7Co6,24,208.9383736,9.40E-07,20.005818
131,Nb86Al1C6Co7,24,203.5024604,9.37E-07,21.04578141
682,Nb81Al4C7Co8,24,213.3798265,9.26E-07,19.14221541
210,Nb85Al2C2Co11,24,199.8607198,9.20E-07,21.72849703
810,Nb79Al5C5Co11,24,215.6211832,9.08E-07,18.69807429
374,Nb71Al3C1Co25,24,210.6777689,9.06E-07,19.64559065
505,Nb84Al3C7Co6,24,210.189195,9.04E-07,19.73825327
948,Nb67Al6C3Co24,24,211.2384514,9.03E-07,19.53577534
680,Nb83Al4C7Co6,24,210.2858883,8.98E-07,19.71462527
633,Nb82Al4C5Co9,24,213.1915845,8.92E-07,19.15272981
673,Nb66Al4C6Co24,24,207.152654,8.79E-07,20.29946358
697,Nb66Al4C7Co23,24,209.8609173,8.62E-07,19.76751493
84,Nb85Al1C4Co10,24,202.3723277,8.62E-07,21.1990076
657,Nb82Al4C6Co8,24,214.5610774,8.60E-07,18.86527863
572,Nb71Al4C2Co23,24,212.5305319,8.58E-07,19.25264035
35,Nb86Al1C2Co11,24,194.2681742,8.55E-07,22.73884372
681,Nb82Al4C7Co7,24,214.904327,8.42E-07,18.78525483
709,Nb84Al5C1Co10,24,201.4593911,8.40E-07,21.35431412
936,Nb79Al6C3Co12,24,218.1207424,8.38E-07,18.16573692
809,Nb80Al5C5Co10,24,215.7981959,8.34E-07,18.607861
506,Nb83Al3C7Co7,24,214.4323311,8.24E-07,18.86110519
823,Nb66Al5C5Co24,24,208.5073979,8.19E-07,19.99029168
609,Nb82Al4C4Co10,24,210.7780719,8.17E-07,19.55481829
748,Nb69Al5C2Co24,24,215.9142556,8.13E-07,18.5688137
895,Nb72Al6C1Co21,24,224.0555954,8.12E-07,17.00651643
362,Nb83Al3C1Co13,24,199.0463972,7.60E-07,21.73789264
747,Nb70Al5C2Co23,24,216.4560439,7.56E-07,18.41753686
507,Nb82Al3C7Co8,24,213.4745946,7.49E-07,18.98030588
933,Nb82Al6C3Co9,24,222.5602995,7.37E-07,17.23384345
60,Nb85Al1C3Co11,24,198.4774082,7.33E-07,21.81838979
331,Nb84Al2C7Co7,24,212.0445647,7.21E-07,19.22791289
935,Nb80Al6C3Co11,24,218.0760871,7.19E-07,18.07575947
482,Nb83Al3C6Co8,24,215.1225444,7.13E-07,18.63369231
59,Nb86Al1C3Co10,24,198.108722,7.10E-07,21.86457166
513,Nb76Al3C7Co14,24,211.6469573,7.10E-07,19.29250161
857,Nb80Al5C7Co8,24,217.2580523,7.02E-07,18.21668077
188,Nb83Al2C1Co14,24,198.3680818,6.94E-07,21.797891
108,Nb85Al1C5Co9,24,204.0370446,6.90E-07,20.71845229
893,Nb74Al6C1Co19,24,223.3069105,6.89E-07,17.05094918
773,Nb68Al5C3Co24,24,214.4482472,6.88E-07,18.73901391
785,Nb80Al5C4Co11,24,217.4059892,6.86E-07,18.17318843
190,Nb81Al2C1Co16,24,205.3835398,6.83E-07,20.45567667
949,Nb66Al6C3Co25,24,210.4292642,6.81E-07,19.49612838
234,Nb85Al2C3Co10,24,202.1759164,6.61E-07,21.0406625
284,Nb83Al2C5Co10,24,206.5806658,6.53E-07,20.19726268
106,Nb87Al1C5Co7,24,200.139551,6.50E-07,21.41317226
960,Nb79Al6C4Co11,24,217.6636914,6.47E-07,18.08753939
749,Nb68Al5C2Co25,24,214.9497469,6.45E-07,18.60089057
971,Nb68Al6C4Co22,24,215.6212014,6.44E-07,18.47290804
997,Nb66Al6C5Co23,24,210.8125568,6.37E-07,19.37827056
947,Nb68Al6C3Co23,24,213.9383081,6.37E-07,18.78503713
13,Nb84Al1C1Co14,24,197.4942691,6.37E-07,21.89809038
974,Nb65Al6C4Co25,24,209.8008452,6.33E-07,19.56531091
686,Nb77Al4C7Co12,24,213.8942863,6.30E-07,18.78658843
546,Nb73Al4C1Co22,24,215.8688452,6.08E-07,18.38891327
856,Nb81Al5C7Co7,24,213.9684877,5.99E-07,18.73964643
676,Nb87Al4C7Co2,24,202.9231146,5.96E-07,20.82408291
660,Nb79Al4C6Co11,24,214.342351,5.91E-07,18.65957124
761,Nb80Al5C3Co12,24,217.8208132,5.86E-07,17.99556453
658,Nb81Al4C6Co9,24,211.6943937,5.82E-07,19.15097512
610,Nb81Al4C4Co11,24,215.1085302,5.70E-07,18.49124705
459,Nb82Al3C5Co10,24,208.9794649,5.68E-07,19.64779385
187,Nb84Al2C1Co13,24,199.1559914,5.61E-07,21.49013485
811,Nb78Al5C5Co12,24,215.6440531,5.60E-07,18.37840299
721,Nb72Al5C1Co22,24,217.5968341,5.59E-07,18.00789651
456,Nb85Al3C5Co7,24,208.95577,5.58E-07,19.63997523
37,Nb84Al1C2Co13,24,196.1947562,5.55E-07,22.03874049
332,Nb83Al2C7Co8,24,215.0497111,5.51E-07,18.4805725
511,Nb78Al3C7Co12,24,211.1318906,5.50E-07,19.2190085
277,Nb90Al2C5Co3,24,183.7203746,5.49E-07,24.37091686
637,Nb78Al4C5Co13,24,214.6966903,5.47E-07,18.54284421
636,Nb79Al4C5Co12,24,215.1358852,5.44E-07,18.45561282
508,Nb81Al3C7Co9,24,211.6201127,5.42E-07,19.11794586
720,Nb73Al5C1Co21,24,221.0515344,5.41E-07,17.3335147
847,Nb66Al5C6Co23,24,210.2476831,5.36E-07,19.36956889
239,Nb80Al2C3Co15,24,207.9911405,5.36E-07,19.79479164
635,Nb80Al4C5Co11,24,214.6258668,5.36E-07,18.54296736
189,Nb82Al2C1Co15,24,198.3315152,5.31E-07,21.60519976
413,Nb80Al3C3Co14,24,209.7586342,5.26E-07,19.44886963
659,Nb80Al4C6Co10,24,209.8463602,5.26E-07,19.43188297
612,Nb79Al4C4Co13,24,215.6452082,5.22E-07,18.33418691
432,Nb85Al3C4Co8,24,210.3393639,5.20E-07,19.33144813
644,Nb71Al4C5Co20,24,214.8494922,5.18E-07,18.47942135
835,Nb78Al5C6Co11,24,216.8346431,5.16E-07,18.10180709
713,Nb80Al5C1Co14,24,213.6586704,5.06E-07,18.68890326
14,Nb83Al1C1Co15,24,196.824754,5.06E-07,21.8510116
325,Nb90Al2C7Co1,24,192.8883658,5.06E-07,22.58809459
316,Nb75Al2C6Co17,24,213.4812057,5.03E-07,18.71868251
285,Nb82Al2C5Co11,24,206.8584121,5.02E-07,19.96213762
259,Nb84Al2C4Co10,24,206.2206058,4.89E-07,20.06433379
870,Nb67Al5C7Co21,24,209.0784605,4.85E-07,19.52179341
855,Nb82Al5C7Co6,24,212.7248918,4.82E-07,18.83275057
118,Nb75Al1C5Co19,24,209.7815395,4.73E-07,19.37405377
36,Nb85Al1C2Co12,24,196.1748861,4.72E-07,21.92209133
607,Nb84Al4C4Co8,24,211.0793747,4.72E-07,19.1280783
483,Nb82Al3C6Co9,24,211.5480725,4.72E-07,19.0399715
683,Nb80Al4C7Co9,24,211.9758398,4.71E-07,18.95908762
414,Nb79Al3C3Co15,24,210.5704658,4.69E-07,19.21991866
495,Nb70Al3C6Co21,24,212.6755044,4.62E-07,18.81504076
986,Nb77Al6C5Co12,24,216.4627714,4.60E-07,18.09997345
863,Nb74Al5C7Co14,24,212.6498746,4.56E-07,18.81149977
973,Nb66Al6C4Co24,24,209.5503973,4.56E-07,19.39280566
882,Nb85Al6C1Co8,24,200.4599755,4.51E-07,21.08782507
257,Nb86Al2C4Co8,24,201.9302227,4.51E-07,20.81159231
774,Nb67Al5C3Co25,24,210.5443731,4.47E-07,19.19363974
662,Nb77Al4C6Co13,24,214.3818339,4.45E-07,18.47112931
385,Nb84Al3C2Co11,24,202.1343385,4.44E-07,20.76340177
996,Nb67Al6C5Co22,24,212.3571301,4.44E-07,18.84909539
512,Nb77Al3C7Co13,24,212.2733746,4.42E-07,18.86195746
293,Nb74Al2C5Co19,24,212.1522951,4.41E-07,18.88388097
970,Nb69Al6C4Co21,24,215.743493,4.41E-07,18.20957267
890,Nb77Al6C1Co16,24,221.5632703,4.39E-07,17.11390659
15,Nb82Al1C1Co16,24,197.7552592,4.38E-07,21.57123815
817,Nb72Al5C5Co18,24,215.3131378,4.34E-07,18.28091745
995,Nb68Al6C5Co21,24,213.0542182,4.33E-07,18.70190312
340,Nb75Al2C7Co16,24,213.3314863,4.32E-07,18.64884169
308,Nb83Al2C6Co9,24,209.2425665,4.28E-07,19.40928162
961,Nb78Al6C4Co12,24,216.4177903,4.28E-07,18.0645095
437,Nb80Al3C4Co13,24,214.26575,4.28E-07,18.46790117
562,Nb81Al4C2Co13,24,209.8974941,4.25E-07,19.28195041
937,Nb78Al6C3Co13,24,215.9893496,4.25E-07,18.14014922
787,Nb78Al5C4Co13,24,215.6510331,4.22E-07,18.2003075
714,Nb79Al5C1Co15,24,213.907603,4.16E-07,18.5167088
110,Nb83Al1C5Co11,24,203.1180485,4.15E-07,20.5321825
924,Nb67Al6C2Co25,24,213.6369953,4.09E-07,18.5571841
887,Nb80Al6C1Co13,24,217.6146486,4.08E-07,17.81050497
38,Nb83Al1C2Co14,24,195.5993371,4.07E-07,21.91875905
292,Nb75Al2C5Co18,24,212.0957006,4.05E-07,18.8391846
338,Nb77Al2C7Co14,24,209.893838,4.01E-07,19.24426864
758,Nb83Al5C3Co9,24,216.9332355,3.99E-07,17.92464485
490,Nb75Al3C6Co16,24,213.0770156,3.99E-07,18.64588968
587,Nb80Al4C3Co13,24,214.8325833,3.94E-07,18.31013226
690,Nb73Al4C7Co16,24,213.2215784,3.90E-07,18.60502426
199,Nb72Al2C1Co25,24,207.5309858,3.88E-07,19.66311531
62,Nb83Al1C3Co13,24,198.3212455,3.87E-07,21.37720923
985,Nb78Al6C5Co11,24,217.1803035,3.86E-07,17.85900587
165,Nb76Al1C7Co16,24,211.6569958,3.85E-07,18.88909924
685,Nb78Al4C7Co11,24,214.9141048,3.85E-07,18.28035206
286,Nb81Al2C5Co12,24,207.1111428,3.85E-07,19.73588337
984,Nb79Al6C5Co10,24,217.3793283,3.82E-07,17.81524894
834,Nb79Al5C6Co10,24,216.8434164,3.81E-07,17.91311614
388,Nb81Al3C2Co14,24,208.4194977,3.80E-07,19.48418873
467,Nb74Al3C5Co18,24,213.8332078,3.79E-07,18.4732906
649,Nb66Al4C5Co25,24,207.9180129,3.73E-07,19.56551654
471,Nb70Al3C5Co22,24,212.6071593,3.72E-07,18.68955995
322,Nb69Al2C6Co23,24,209.2902687,3.70E-07,19.30483499
514,Nb75Al3C7Co15,24,212.5163131,3.70E-07,18.70345872
892,Nb75Al6C1Co18,24,223.5203929,3.70E-07,16.64716163
786,Nb79Al5C4Co12,24,216.028411,3.69E-07,18.04696561
134,Nb83Al1C6Co10,24,204.6297146,3.65E-07,20.16361934
462,Nb79Al3C5Co13,24,213.5212286,3.64E-07,18.50629715
661,Nb78Al4C6Co12,24,215.0256311,3.64E-07,18.22467659
962,Nb77Al6C4Co13,24,215.7266394,3.57E-07,18.08338019
938,Nb77Al6C3Co14,24,215.3641725,3.57E-07,18.15075304
788,Nb77Al5C4Co14,24,215.191437,3.56E-07,18.17995975
746,Nb71Al5C2Co22,24,216.6850073,3.54E-07,17.89868245
642,Nb73Al4C5Co18,24,213.3396103,3.51E-07,18.51668654
920,Nb71Al6C2Co21,24,219.9480798,3.50E-07,17.28307743
634,Nb81Al4C5Co10,24,209.1922701,3.49E-07,19.28428313
812,Nb77Al5C5Co13,24,214.6545587,3.48E-07,18.26768469
158,Nb83Al1C7Co9,24,209.0593273,3.48E-07,19.30813579
484,Nb81Al3C6Co10,24,209.7225485,3.48E-07,19.18432774
643,Nb72Al4C5Co19,24,213.8305532,3.46E-07,18.41706467
515,Nb74Al3C7Co16,24,212.6956711,3.46E-07,18.62766051
689,Nb74Al4C7Co15,24,212.4877015,3.45E-07,18.66424573
111,Nb82Al1C5Co12,24,203.5737142,3.45E-07,20.32022858
859,Nb78Al5C7Co10,24,216.1709039,3.44E-07,17.97796224
666,Nb73Al4C6Co17,24,212.7954068,3.44E-07,18.60518846
818,Nb71Al5C5Co19,24,212.2473056,3.43E-07,18.70629057
864,Nb73Al5C7Co15,24,209.0142658,3.41E-07,19.30395194
737,Nb80Al5C2Co13,24,214.714011,3.40E-07,18.2416346
663,Nb76Al4C6Co14,24,213.2246428,3.40E-07,18.51810006
861,Nb76Al5C7Co12,24,213.8852597,3.39E-07,18.39454888
429,Nb88Al3C4Co5,24,190.4397691,3.37E-07,22.73448376
836,Nb77Al5C6Co12,24,215.7238325,3.36E-07,18.04626247
488,Nb77Al3C6Co14,24,212.1460996,3.34E-07,18.70777472
143,Nb74Al1C6Co19,24,210.4019663,3.33E-07,19.02993971
979,Nb84Al6C5Co5,24,203.5651634,3.33E-07,20.29746513
712,Nb81Al5C1Co13,24,213.1181456,3.32E-07,18.52286111
492,Nb73Al3C6Co18,24,213.0031646,3.29E-07,18.54025085
539,Nb80Al4C1Co15,24,211.7584874,3.28E-07,18.76935782
719,Nb74Al5C1Co20,24,219.5474873,3.28E-07,17.31950715
914,Nb77Al6C2Co15,24,217.7715051,3.25E-07,17.64508726
821,Nb68Al5C5Co22,24,209.5381493,3.24E-07,19.17392835
487,Nb78Al3C6Co13,24,213.1885328,3.22E-07,18.49230596
198,Nb73Al2C1Co24,24,208.290337,3.22E-07,19.40029913
435,Nb82Al3C4Co11,24,208.8929872,3.21E-07,19.28669476
333,Nb82Al2C7Co9,24,210.9808438,3.20E-07,18.89743478
83,Nb86Al1C4Co9,24,199.5161753,3.19E-07,21.01812487
294,Nb73Al2C5Co20,24,211.9332867,3.18E-07,18.71684228
715,Nb78Al5C1Co16,24,214.902843,3.18E-07,18.16533231
881,Nb86Al6C1Co7,24,191.2854134,3.16E-07,22.53124333
491,Nb74Al3C6Co17,24,213.174509,3.13E-07,18.47733226
278,Nb89Al2C5Co4,24,186.9257561,3.13E-07,23.32768933
399,Nb70Al3C2Co25,24,209.9336986,3.13E-07,19.07673724
167,Nb74Al1C7Co18,24,214.1533293,3.12E-07,18.29398016
510,Nb79Al3C7Co11,24,208.3638578,3.12E-07,19.36637873
117,Nb76Al1C5Co18,24,209.6715753,3.11E-07,19.12208307
24,Nb73Al1C1Co25,24,206.760344,3.10E-07,19.65936882
315,Nb76Al2C6Co16,24,212.9774459,3.07E-07,18.50091202
409,Nb84Al3C3Co10,24,203.4836242,3.06E-07,20.25705552
212,Nb83Al2C2Co13,24,199.4918404,3.05E-07,20.99121287
891,Nb76Al6C1Co17,24,221.6672219,3.04E-07,16.88199037
827,Nb86Al5C6Co3,24,202.2532148,3.03E-07,20.47811521
317,Nb74Al2C6Co18,24,213.2126235,3.03E-07,18.45020933
128,Nb89Al1C6Co4,24,195.0387819,3.01E-07,21.80265461
168,Nb73Al1C7Co19,24,213.8094578,3.00E-07,18.3325507
645,Nb70Al4C5Co21,24,212.4637134,3.00E-07,18.58140179
397,Nb72Al3C2Co23,24,211.3919933,2.99E-07,18.77804829
349,Nb66Al2C7Co25,24,203.7029613,2.96E-07,20.1942538
668,Nb71Al4C6Co19,24,212.0898935,2.96E-07,18.64337864
762,Nb79Al5C3Co13,24,215.5369068,2.96E-07,18.00427555
518,Nb71Al3C7Co19,24,209.8912597,2.95E-07,19.04756934
588,Nb79Al4C3Co14,24,215.2299204,2.94E-07,18.05769981
372,Nb73Al3C1Co23,24,210.5020339,2.94E-07,18.93210451
794,Nb71Al5C4Co20,24,215.5061796,2.93E-07,18.00446589
254,Nb89Al2C4Co5,24,183.8134227,2.92E-07,23.84587776
738,Nb79Al5C2Co14,24,215.8982093,2.91E-07,17.92688998
433,Nb84Al3C4Co9,24,209.9396476,2.91E-07,19.0294116
262,Nb81Al2C4Co13,24,203.7578087,2.90E-07,20.17068871
586,Nb81Al4C3Co12,24,214.6302799,2.90E-07,18.16050616
290,Nb77Al2C5Co16,24,212.3278309,2.89E-07,18.58379318
563,Nb80Al4C2Co14,24,210.1007429,2.88E-07,18.9949337
276,Nb91Al2C5Co2,24,177.4553018,2.88E-07,25.00205313
309,Nb82Al2C6Co10,24,208.7746826,2.88E-07,19.23976268
538,Nb81Al4C1Co14,24,209.674204,2.85E-07,19.06734924
716,Nb77Al5C1Co17,24,217.5592846,2.84E-07,17.60498404
119,Nb74Al1C5Co20,24,209.5604127,2.82E-07,19.08151816
291,Nb76Al2C5Co17,24,213.4224806,2.81E-07,18.365751
468,Nb73Al3C5Co19,24,213.3028558,2.81E-07,18.38665483
763,Nb78Al5C3Co14,24,215.1929661,2.77E-07,18.02958616
112,Nb81Al1C5Co13,24,203.5958837,2.75E-07,20.16449026
428,Nb89Al3C4Co4,24,184.9861249,2.74E-07,23.58225751
88,Nb81Al1C4Co14,24,203.543463,2.73E-07,20.16869536
598,Nb69Al4C3Co24,24,213.195296,2.72E-07,18.38800059
987,Nb76Al6C5Co13,24,214.8666706,2.72E-07,18.07901808
261,Nb82Al2C4Co12,24,204.4585744,2.72E-07,19.99880353
840,Nb73Al5C6Co16,24,212.991386,2.71E-07,18.4233595
841,Nb72Al5C6Co17,24,210.678065,2.69E-07,18.84489889
494,Nb71Al3C6Co20,24,213.5763974,2.66E-07,18.30323286
771,Nb70Al5C3Co22,24,213.7923834,2.66E-07,18.26245914
422,Nb71Al3C3Co23,24,209.7688434,2.65E-07,19.00385231
611,Nb80Al4C4Co12,24,214.9952536,2.65E-07,18.03941363
472,Nb69Al3C5Co23,24,209.3342918,2.59E-07,19.06889652
109,Nb84Al1C5Co10,24,202.2965291,2.59E-07,20.36335735
842,Nb71Al5C6Co18,24,210.4722247,2.57E-07,18.85536694
460,Nb81Al3C5Co11,24,207.9824179,2.55E-07,19.3087972
339,Nb76Al2C7Co15,24,212.6844854,2.54E-07,18.43962828
453,Nb88Al3C5Co4,24,191.2292093,2.54E-07,22.3803551
772,Nb69Al5C3Co23,24,212.444319,2.53E-07,18.48151993
565,Nb78Al4C2Co16,24,212.3234882,2.52E-07,18.50217974
850,Nb87Al5C7Co1,24,200.2223949,2.52E-07,20.72635356
574,Nb69Al4C2Co25,24,209.3218266,2.51E-07,19.05260822
264,Nb79Al2C4Co15,24,210.5472726,2.51E-07,18.82523248
412,Nb81Al3C3Co13,24,205.905661,2.50E-07,19.67754835
517,Nb72Al3C7Co18,24,213.8134467,2.50E-07,18.22088538
279,Nb88Al2C5Co5,24,190.2295338,2.49E-07,22.55062587
608,Nb83Al4C4Co9,24,211.657146,2.48E-07,18.61499512
489,Nb76Al3C6Co15,24,214.0829341,2.48E-07,18.16756839
7,Nb90Al1C1Co8,24,181.2265575,2.48E-07,24.1913742
665,Nb74Al4C6Co16,24,212.3476466,2.47E-07,18.48457658
695,Nb68Al4C7Co21,24,208.2603844,2.46E-07,19.23454198
438,Nb79Al3C4Co14,24,214.2615203,2.46E-07,18.12969873
141,Nb76Al1C6Co17,24,209.763074,2.45E-07,18.95394958
640,Nb75Al4C5Co16,24,214.1432926,2.45E-07,18.14783231
990,Nb73Al6C5Co16,24,215.1868131,2.44E-07,17.95390987
326,Nb89Al2C7Co2,24,196.5908729,2.43E-07,21.36749507
851,Nb86Al5C7Co2,24,204.9675032,2.43E-07,19.83119955
321,Nb70Al2C6Co22,24,210.8359768,2.42E-07,18.74956669
444,Nb73Al3C4Co20,24,214.0176227,2.41E-07,18.1633416
797,Nb68Al5C4Co23,24,212.2326389,2.40E-07,18.48723462
675,Nb88Al4C7Co1,24,198.1127386,2.38E-07,21.07505419
427,Nb90Al3C4Co3,24,182.6296076,2.35E-07,23.8943191
521,Nb68Al3C7Co22,24,207.4896058,2.34E-07,19.34329666
486,Nb79Al3C6Co12,24,209.1735566,2.33E-07,19.03328635
364,Nb81Al3C1Co15,24,206.5065709,2.33E-07,19.52086906
888,Nb79Al6C1Co14,24,217.2909381,2.33E-07,17.53914262
584,Nb83Al4C3Co10,24,211.0698061,2.32E-07,18.68139695
760,Nb81Al5C3Co11,24,215.2891972,2.32E-07,17.90492817
463,Nb78Al3C5Co14,24,214.4455482,2.31E-07,18.05756622
221,Nb74Al2C2Co22,24,208.5105259,2.30E-07,19.14585163
638,Nb77Al4C5Co14,24,214.768929,2.30E-07,17.99556179
